date,n_assets,count_RANGING,count_TRENDING_UP,count_TRENDING_DOWN,count_HIGH_VOL,count_favourable
2023-10-27 00:00:00+00:00,33,17,3,13,0,16
2023-11-03 00:00:00+00:00,33,18,5,10,0,15
2023-11-10 00:00:00+00:00,33,28,2,2,1,4
2023-11-17 00:00:00+00:00,33,23,10,0,0,10
2023-11-24 00:00:00+00:00,33,19,13,1,0,14
2023-12-01 00:00:00+00:00,33,14,18,1,0,19
2023-12-08 00:00:00+00:00,33,10,19,4,0,23
2023-12-15 00:00:00+00:00,33,11,21,1,0,22
2023-12-22 00:00:00+00:00,33,11,21,1,0,22
2023-12-29 00:00:00+00:00,33,8,24,1,0,25
2024-01-05 00:00:00+00:00,33,11,21,1,0,22
2024-01-12 00:00:00+00:00,33,14,18,1,0,19
2024-01-19 00:00:00+00:00,33,16,16,1,0,17
2024-01-26 00:00:00+00:00,33,21,11,1,0,12
2024-02-02 00:00:00+00:00,33,23,10,0,0,10
2024-02-09 00:00:00+00:00,33,22,11,0,0,11
2024-02-16 00:00:00+00:00,33,22,11,0,0,11
2024-02-23 00:00:00+00:00,33,22,11,0,0,11
2024-03-01 00:00:00+00:00,33,21,12,0,0,12
2024-03-08 00:00:00+00:00,33,19,10,0,4,10
2024-03-15 00:00:00+00:00,33,18,14,0,1,14
2024-03-22 00:00:00+00:00,33,18,14,0,1,14
2024-03-29 00:00:00+00:00,33,16,16,0,1,16
2024-04-05 00:00:00+00:00,33,20,13,0,0,13
2024-04-12 00:00:00+00:00,33,22,8,0,3,8
2024-04-19 00:00:00+00:00,33,18,10,1,4,11
2024-04-26 00:00:00+00:00,33,19,10,1,3,11
2024-05-03 00:00:00+00:00,33,24,7,1,1,8
2024-05-10 00:00:00+00:00,33,24,8,0,1,8
2024-05-17 00:00:00+00:00,33,24,9,0,0,9
2024-05-24 00:00:00+00:00,33,24,9,0,0,9
2024-05-31 00:00:00+00:00,33,29,4,0,0,4
2024-06-07 00:00:00+00:00,33,28,4,1,0,5
2024-06-14 00:00:00+00:00,33,29,3,1,0,4
2024-06-21 00:00:00+00:00,33,28,4,1,0,5
2024-06-28 00:00:00+00:00,33,28,4,1,0,5
2024-07-05 00:00:00+00:00,33,29,4,0,0,4
2024-07-12 00:00:00+00:00,33,26,7,0,0,7
2024-07-19 00:00:00+00:00,33,21,12,0,0,12
2024-07-26 00:00:00+00:00,33,18,7,0,8,7
2024-08-02 00:00:00+00:00,33,17,4,0,12,4
2024-08-09 00:00:00+00:00,33,14,4,0,15,4
2024-08-16 00:00:00+00:00,33,22,4,1,6,5
2024-08-23 00:00:00+00:00,33,26,4,2,1,6
2024-08-30 00:00:00+00:00,33,26,7,0,0,7
2024-09-06 00:00:00+00:00,33,25,6,2,0,8
2024-09-13 00:00:00+00:00,33,26,4,3,0,7
2024-09-20 00:00:00+00:00,33,26,5,2,0,7
2024-09-27 00:00:00+00:00,33,24,7,2,0,9
2024-10-04 00:00:00+00:00,33,24,9,0,0,9
2024-10-11 00:00:00+00:00,33,25,8,0,0,8
2024-10-18 00:00:00+00:00,33,24,8,1,0,9
2024-10-25 00:00:00+00:00,33,24,8,1,0,9
2024-11-01 00:00:00+00:00,33,24,8,1,0,9
2024-11-08 00:00:00+00:00,33,26,7,0,0,7
2024-11-15 00:00:00+00:00,33,21,6,3,3,9
2024-11-22 00:00:00+00:00,33,20,7,3,3,10
2024-11-29 00:00:00+00:00,33,25,7,0,1,7
2024-12-06 00:00:00+00:00,33,22,9,2,0,11
2024-12-13 00:00:00+00:00,33,25,6,2,0,8
2024-12-20 00:00:00+00:00,33,17,9,7,0,16
2024-12-27 00:00:00+00:00,33,18,7,8,0,15
2025-01-03 00:00:00+00:00,33,12,10,9,2,19
2025-01-10 00:00:00+00:00,33,16,7,9,1,16
2025-01-17 00:00:00+00:00,33,23,6,4,0,10
2025-01-24 00:00:00+00:00,33,22,7,4,0,11
2025-01-31 00:00:00+00:00,33,23,8,2,0,10
2025-02-07 00:00:00+00:00,33,23,8,2,0,10
2025-02-14 00:00:00+00:00,33,25,6,2,0,8
2025-02-21 00:00:00+00:00,33,25,6,2,0,8
2025-02-28 00:00:00+00:00,33,26,5,2,0,7
2025-03-07 00:00:00+00:00,33,22,7,4,0,11
2025-03-14 00:00:00+00:00,33,15,3,11,4,14
2025-03-21 00:00:00+00:00,33,21,5,7,0,12
2025-03-28 00:00:00+00:00,33,21,4,8,0,12
2025-04-04 00:00:00+00:00,33,17,3,11,2,14
2025-04-11 00:00:00+00:00,33,2,0,1,30,1
2025-04-18 00:00:00+00:00,33,2,0,1,30,1
2025-04-25 00:00:00+00:00,33,13,0,6,14,6
2025-05-02 00:00:00+00:00,33,26,1,4,2,5
2025-05-09 00:00:00+00:00,33,28,0,3,2,3
2025-05-16 00:00:00+00:00,33,29,2,2,0,4
2025-05-23 00:00:00+00:00,33,27,4,2,0,6
2025-05-30 00:00:00+00:00,33,28,4,1,0,5
2025-06-06 00:00:00+00:00,33,29,4,0,0,4
2025-06-13 00:00:00+00:00,33,25,8,0,0,8
2025-06-20 00:00:00+00:00,33,24,8,1,0,9
2025-06-27 00:00:00+00:00,33,27,5,1,0,6
2025-07-04 00:00:00+00:00,33,27,6,0,0,6
2025-07-11 00:00:00+00:00,33,22,11,0,0,11
2025-07-18 00:00:00+00:00,33,23,10,0,0,10
2025-07-25 00:00:00+00:00,33,21,12,0,0,12
2025-08-01 00:00:00+00:00,33,23,10,0,0,10
2025-08-08 00:00:00+00:00,33,29,4,0,0,4
2025-08-15 00:00:00+00:00,33,29,4,0,0,4
2025-08-22 00:00:00+00:00,33,30,3,0,0,3
2025-08-29 00:00:00+00:00,33,29,4,0,0,4
2025-09-05 00:00:00+00:00,33,27,6,0,0,6
2025-09-12 00:00:00+00:00,33,21,12,0,0,12
2025-09-19 00:00:00+00:00,33,19,13,1,0,14
2025-09-26 00:00:00+00:00,33,21,12,0,0,12
2025-10-03 00:00:00+00:00,33,18,14,0,1,14
2025-10-10 00:00:00+00:00,33,17,15,0,1,15
2025-10-17 00:00:00+00:00,33,21,5,0,7,5
2025-10-24 00:00:00+00:00,33,21,5,0,7,5
2025-10-31 00:00:00+00:00,33,22,6,1,4,7
2025-11-07 00:00:00+00:00,33,25,6,2,0,8
2025-11-14 00:00:00+00:00,33,27,5,1,0,6
2025-11-21 00:00:00+00:00,33,20,7,1,5,8
2025-11-28 00:00:00+00:00,33,27,5,1,0,6
2025-12-05 00:00:00+00:00,33,23,9,1,0,10
2025-12-12 00:00:00+00:00,33,24,9,0,0,9
2025-12-19 00:00:00+00:00,33,23,9,1,0,10
2025-12-26 00:00:00+00:00,33,25,7,1,0,8
2026-01-02 00:00:00+00:00,33,27,4,1,1,5
2026-01-09 00:00:00+00:00,33,24,8,1,0,9
2026-01-16 00:00:00+00:00,33,20,12,1,0,13
2026-01-23 00:00:00+00:00,33,19,13,1,0,14
2026-01-30 00:00:00+00:00,33,16,11,1,5,12
2026-02-06 00:00:00+00:00,33,16,6,2,9,8
2026-02-13 00:00:00+00:00,33,18,7,3,5,10
2026-02-20 00:00:00+00:00,33,19,9,4,1,13
2026-02-27 00:00:00+00:00,33,20,9,3,1,12
2026-03-06 00:00:00+00:00,33,16,10,4,3,14
2026-03-13 00:00:00+00:00,33,16,11,3,3,14
2026-03-20 00:00:00+00:00,33,12,10,8,3,18
2026-03-27 00:00:00+00:00,33,8,12,13,0,25
2026-04-03 00:00:00+00:00,33,8,18,7,0,25
2026-04-10 00:00:00+00:00,33,15,16,2,0,18
2026-04-17 00:00:00+00:00,33,25,7,1,0,8
2026-04-24 00:00:00+00:00,33,25,8,0,0,8
2026-05-01 00:00:00+00:00,33,26,7,0,0,7
